STATE,STATENAME,ST_CASE,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERSONS,PERMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,MONTH,MONTHNAME,DAY,DAYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,HOUR,HOURNAME,MINUTE,MINUTENAME,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS
41,Oregon,410145,0,0,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,5,May,3,3,4,Wednesday,2023,13,1:00pm-1:59pm,5,5,N MARINE DR,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,45.62297778,45.62297778,-122.7321,-122.7321,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,5,5,13,1:00pm-1:59pm,16,16,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410146,0,0,2,2,0,3,3,67,WASHINGTON (67),2065,TIGARD,5,May,3,3,4,Wednesday,2023,11,11:00am-11:59am,55,55,SW UPPER BOONES FERRY RD,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.40670833,45.40670833,-122.74593333,-122.74593333,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410147,0,0,1,1,0,1,1,11,COOS (11),0,NOT APPLICABLE,5,May,4,4,5,Thursday,2023,0,0:00am-0:59am,34,34,SR-542 ODOT 242,,3,State Highway,1,Rural,5,Major Collector,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,137,137,42.91931111,42.91931111,-124.11562222,-124.11562222,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,0,0:00am-0:59am,36,36,0,0:00am-0:59am,51,51,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410148,0,0,1,1,0,2,2,39,LANE (39),0,NOT APPLICABLE,5,May,4,4,5,Thursday,2023,20,8:00pm-8:59pm,23,23,BIG FALL CREEK RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,80,80,43.97638889,43.97638889,-122.66503333,-122.66503333,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410149,0,0,1,1,0,1,1,67,WASHINGTON (67),2065,TIGARD,5,May,6,6,7,Saturday,2023,7,7:00am-7:59am,42,42,I-5 RAMP 5,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,2910,2910,45.40502778,45.40502778,-122.74469444,-122.74469444,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,47,47,7,7:00am-7:59am,53,53,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410150,0,0,2,2,0,5,5,43,LINN (43),0,NOT APPLICABLE,5,May,7,7,1,Sunday,2023,3,3:00am-3:59am,15,15,I-5,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,2328,2328,44.62644167,44.62644167,-123.06183889,-123.06183889,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,3,3:00am-3:59am,17,17,3,3:00am-3:59am,25,25,99,Unknown,99,Unknown EMS Hospital Arrival Time,2
41,Oregon,410151,0,0,2,2,0,5,5,57,TILLAMOOK (57),0,NOT APPLICABLE,5,May,7,7,1,Sunday,2023,16,4:00pm-4:59pm,25,25,US-101 ODOT 9,ALDERBROOK RD,2,U.S. Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,631,631,45.49315278,45.49315278,-123.84813611,-123.84813611,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,25,25,16,4:00pm-4:59pm,30,30,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410152,0,0,1,1,0,1,1,3,BENTON (3),0,NOT APPLICABLE,5,May,7,7,1,Sunday,2023,0,0:00am-0:59am,58,58,SR-99W ODOT 91,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,906,906,44.46253056,44.46253056,-123.27466944,-123.27466944,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,1,1:00am-1:59am,5,5,1,1:00am-1:59am,20,20,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410153,0,0,1,1,0,2,2,25,HARNEY (25),0,NOT APPLICABLE,5,May,2,2,3,Tuesday,2023,13,1:00pm-1:59pm,21,21,US-395 ODOT 48,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,486,486,43.853675,43.853675,-118.95158056,-118.95158056,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,30,30,14,2:00pm-2:59pm,1,1,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410154,0,0,1,1,0,1,1,51,MULTNOMAH (51),880,GRESHAM,4,April,15,15,7,Saturday,2023,0,0:00am-0:59am,19,19,SE BURNSIDE RD,E POWELL BLVD,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,45.49390833,45.49390833,-122.40583889,-122.40583889,39,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,4,On Roadside,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,20,20,0,0:00am-0:59am,38,38,0,0:00am-0:59am,48,48,1
41,Oregon,410155,0,0,1,1,0,1,1,33,JOSEPHINE (33),0,NOT APPLICABLE,5,May,7,7,1,Sunday,2023,18,6:00pm-6:59pm,20,20,CARTON WY,,0,Not Signed,2,Urban,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,1,1,42.50683333,42.50683333,-123.39795278,-123.39795278,21,Bridge Pier or Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,39,39,18,6:00pm-6:59pm,49,49,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410156,0,0,2,2,0,2,2,29,JACKSON (29),0,NOT APPLICABLE,5,May,9,9,3,Tuesday,2023,13,1:00pm-1:59pm,29,29,SR-238 ODOT 272,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,281,281,42.27363333,42.27363333,-123.02251389,-123.02251389,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,99,Unknown,13,1:00pm-1:59pm,38,38,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410157,0,0,4,3,1,3,3,51,MULTNOMAH (51),1650,PORTLAND,5,May,11,11,5,Thursday,2023,13,1:00pm-1:59pm,5,5,SE 72ND AVE,SE DUKE ST,0,Not Signed,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.4759,45.4759,-122.58936111,-122.58936111,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,10,10,13,1:00pm-1:59pm,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410158,1,1,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,4,April,25,25,3,Tuesday,2023,5,5:00am-5:59am,21,21,NE 122ND AVE,NE SKIDMORE ST,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.55367778,45.55367778,-122.53709167,-122.53709167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,5,5:00am-5:59am,21,21,5,5:00am-5:59am,28,28,5,5:00am-5:59am,52,52,1
41,Oregon,410159,1,1,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,5,May,9,9,3,Tuesday,2023,13,1:00pm-1:59pm,22,22,NE BROADWAY ST,NE 15TH AVE,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.53499444,45.53499444,-122.6506,-122.6506,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,26,26,13,1:00pm-1:59pm,33,33,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410160,0,0,5,5,0,9,9,67,WASHINGTON (67),2065,TIGARD,5,May,11,11,5,Thursday,2023,19,7:00pm-7:59pm,35,35,SR-99W ODOT 91,,3,State Highway,2,Urban,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,83,83,45.43736111,45.43736111,-122.75633056,-122.75633056,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,35,35,19,7:00pm-7:59pm,39,39,20,8:00pm-8:59pm,49,49,1
41,Oregon,410162,0,0,2,2,0,4,4,29,JACKSON (29),1630,PHOENIX,5,May,13,13,7,Saturday,2023,11,11:00am-11:59am,21,21,SR- 5 CONNECTION 2,,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,241,241,42.28030556,42.28030556,-122.81959722,-122.81959722,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,Yes,20,Entrance/Exit Ramp,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,23,23,11,11:00am-11:59am,29,29,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410164,0,0,1,1,0,3,3,67,WASHINGTON (67),0,NOT APPLICABLE,5,May,14,14,1,Sunday,2023,0,0:00am-0:59am,40,40,US-26 ODOT 47,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,387,387,45.75334167,45.75334167,-123.28009167,-123.28009167,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,45,45,1,1:00am-1:59am,0,0,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410165,0,0,2,2,0,3,3,51,MULTNOMAH (51),2090,TROUTDALE,5,May,14,14,1,Sunday,2023,0,0:00am-0:59am,51,51,FRONTAGE MARINE RAMP,I-84 RAMP,0,Not Signed,2,Urban,5,Major Collector,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,164,164,45.54531389,45.54531389,-122.40067222,-122.40067222,12,Motor Vehicle In-Transport,6,Angle,1,Yes,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,51,51,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410166,0,0,1,1,0,1,1,51,MULTNOMAH (51),1650,PORTLAND,5,May,16,16,3,Tuesday,2023,1,1:00am-1:59am,37,37,I-5 RAMP 2,,1,Interstate,2,Urban,1,Interstate,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,3023,3023,45.51650556,45.51650556,-122.66599722,-122.66599722,23,Bridge Rail (Includes parapet),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,,3,Dark - Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410167,0,0,1,1,0,1,1,29,JACKSON (29),0,NOT APPLICABLE,5,May,16,16,3,Tuesday,2023,10,10:00am-10:59am,46,46,SR-238 ODOT 272,,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,261,261,42.24648611,42.24648611,-123.03059167,-123.03059167,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,46,46,10,10:00am-10:59am,46,46,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410168,1,1,1,1,0,1,1,51,MULTNOMAH (51),880,GRESHAM,5,May,16,16,3,Tuesday,2023,15,3:00pm-3:59pm,38,38,SW 182ND AVE,,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,45.49232222,45.49232222,-122.47571667,-122.47571667,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,8,Driveway Access Related,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,31,31,15,3:00pm-3:59pm,31,31,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410169,0,0,1,1,0,1,1,19,DOUGLAS (19),0,NOT APPLICABLE,5,May,17,17,4,Wednesday,2023,12,12:00pm-12:59pm,11,11,SR-38 ODOT 45,,3,State Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,81,81,43.68405556,43.68405556,-123.95361667,-123.95361667,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,11,11,12,12:00pm-12:59pm,21,21,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410170,0,0,3,3,0,3,3,39,LANE (39),0,NOT APPLICABLE,5,May,17,17,4,Wednesday,2023,12,12:00pm-12:59pm,11,11,CLEARK LAKE RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,40,40,44.10675,44.10675,-123.25279167,-123.25279167,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,11,11,12,12:00pm-12:59pm,36,36,13,1:00pm-1:59pm,5,5,1
41,Oregon,410171,0,0,2,2,0,2,2,35,KLAMATH (35),0,NOT APPLICABLE,1,January,24,24,3,Tuesday,2023,16,4:00pm-4:59pm,15,15,BLISS RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,20,20,42.42355556,42.42355556,-121.51981944,-121.51981944,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410172,0,0,1,1,0,1,1,53,POLK (53),0,NOT APPLICABLE,1,January,26,26,5,Thursday,2023,14,2:00pm-2:59pm,14,14,SR-22 ODOT 30,,3,State Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,44,44,45.01685556,45.01685556,-123.41945833,-123.41945833,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,98,Not Reported,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410174,0,0,3,3,0,4,4,47,MARION (47),1810,SALEM,2,February,3,3,6,Friday,2023,13,1:00pm-1:59pm,49,49,STATE ST,HAWTHORNE AVE SE,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,44.92796111,44.92796111,-122.99355278,-122.99355278,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,49,49,13,1:00pm-1:59pm,54,54,14,2:00pm-2:59pm,5,5,1
41,Oregon,410176,1,1,1,1,0,2,2,39,LANE (39),660,EUGENE,5,May,13,13,7,Saturday,2023,3,3:00am-3:59am,54,54,E 24TH AVE,,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,44.03343611,44.03343611,-123.07834167,-123.07834167,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410177,0,12,3,1,2,13,1,47,MARION (47),0,NOT APPLICABLE,5,May,18,18,5,Thursday,2023,14,2:00pm-2:59pm,5,5,I-5,,1,Interstate,1,Rural,1,Interstate,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,2410,2410,44.74600833,44.74600833,-123.05150556,-123.05150556,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,7
41,Oregon,410179,0,0,2,2,0,4,4,9,COLUMBIA (9),0,NOT APPLICABLE,5,May,20,20,7,Saturday,2023,21,9:00pm-9:59pm,50,50,US-30 ODOT 92,BUTTERFIELD RD,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,358,358,45.952025,45.952025,-122.86372778,-122.86372778,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,50,50,21,9:00pm-9:59pm,55,55,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410180,0,0,2,2,0,5,5,45,MALHEUR (45),0,NOT APPLICABLE,5,May,21,21,1,Sunday,2023,11,11:00am-11:59am,14,14,US-95 ODOT 456,,2,U.S. Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,250,250,42.98855833,42.98855833,-117.139725,-117.139725,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,15,15,11,11:00am-11:59am,22,22,99,Unknown,99,Unknown EMS Hospital Arrival Time,2
41,Oregon,410181,0,0,1,1,0,4,4,67,WASHINGTON (67),1000,HILLSBORO,5,May,22,22,2,Monday,2023,0,0:00am-0:59am,56,56,GLENCOE RD,NW CORY ST,0,Not Signed,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,,45.53909444,45.53909444,-122.99586389,-122.99586389,53,Mail Box,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,4,On Roadside,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410182,0,0,1,1,0,2,2,35,KLAMATH (35),0,NOT APPLICABLE,5,May,22,22,2,Monday,2023,6,6:00am-6:59am,24,24,SR-140E ODOT 20,,3,State Highway,1,Rural,3,Other Principal Arterial,1,State Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,156,156,42.233875,42.233875,-121.58943333,-121.58943333,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,9,Reported as Unknown,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,24,24,6,6:00am-6:59am,33,33,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
41,Oregon,410183,0,0,1,1,0,1,1,19,DOUGLAS (19),0,NOT APPLICABLE,5,May,22,22,2,Monday,2023,19,7:00pm-7:59pm,11,11,BUCKHORN RD,,0,Not Signed,1,Rural,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,88,88,43.25029167,43.25029167,-123.11237222,-123.11237222,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,11,11,19,7:00pm-7:59pm,20,20,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410184,0,0,1,1,0,1,1,53,POLK (53),0,NOT APPLICABLE,4,April,6,6,5,Thursday,2023,15,3:00pm-3:59pm,6,6,HOFFMAN RD,,0,Not Signed,2,Urban,5,Major Collector,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,7,7,44.86385556,44.86385556,-123.21981111,-123.21981111,32,Culvert,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,2,Rain,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,6,6,15,3:00pm-3:59pm,11,11,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410185,0,0,1,1,0,1,1,5,CLACKAMAS (5),0,NOT APPLICABLE,4,April,28,28,6,Friday,2023,22,10:00pm-10:59pm,0,0,S BLAIR RD,,0,Not Signed,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,20,20,45.053075,45.053075,-122.62038333,-122.62038333,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,2,On Shoulder,0,,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,0,0,22,10:00pm-10:59pm,45,45,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1
41,Oregon,410186,0,0,3,3,0,5,5,47,MARION (47),1810,SALEM,5,May,21,21,1,Sunday,2023,3,3:00am-3:59am,0,0,LANCASTER DR NE,BEVERLY AVE NE,0,Not Signed,2,Urban,3,Other Principal Arterial,4,City or Municipal Highway Agency,1,This Section IS ON the NHS,0,No Special Jurisdiction,0,,44.96128056,44.96128056,-122.98366389,-122.98366389,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,3,3:00am-3:59am,3,3,3,3:00am-3:59am,7,7,99,Unknown,99,Unknown EMS Hospital Arrival Time,1
