STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,DRUNK_DR
41,Oregon,410100,2,1,1,1,1,1,1,51,MULTNOMAH (51),880,GRESHAM,1,1,6,June,2020,2,Monday,12,12:00pm-12:59pm,31,31,1,This section IS ON the NHS,1,Interstate,I-84,,2,Urban,1,Interstate,1,State Highway Agency,126,126,45.54256111,45.54256111,-122.4889,-122.4889,0,No Special Jurisdiction,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,2,On Shoulder,1,Daylight,1,Clear,0,No,0000000,Not Applicable,12,12:00pm-12:59pm,26,26,12,12:00pm-12:59pm,34,34,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410101,1,1,0,0,0,2,2,5,CLACKAMAS (5),0,NOT APPLICABLE,5,5,6,June,2020,6,Friday,17,5:00pm-5:59pm,50,50,0,This section IS NOT on the NHS,3,State Highway,SR-224 ODOT 171,,1,Rural,5,Major Collector,1,State Highway Agency,256,256,45.26572222,45.26572222,-122.30234444,-122.30234444,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,50,50,17,5:00pm-5:59pm,55,55,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2,1
41,Oregon,410102,1,1,0,0,0,6,6,71,YAMHILL (71),0,NOT APPLICABLE,14,14,6,June,2020,1,Sunday,4,4:00am-4:59am,30,30,0,This section IS NOT on the NHS,4,County Road,CR-WILLAMINA CREEK RD,,1,Rural,7,Local,2,County Highway Agency,27,27,45.18879167,45.18879167,-123.51178056,-123.51178056,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,19,19,6,6:00am-6:59am,28,28,99,Unknown,99,Unknown EMS Hospital Arrival Time,2,1
41,Oregon,410103,1,1,0,0,0,1,1,67,WASHINGTON (67),0,NOT APPLICABLE,20,20,6,June,2020,7,Saturday,3,3:00am-3:59am,10,10,0,This section IS NOT on the NHS,4,County Road,CR-NW LONG RD,,1,Rural,7,Local,2,County Highway Agency,0,,45.54024444,45.54024444,-123.05106111,-123.05106111,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,3,3:00am-3:59am,23,23,3,3:00am-3:59am,30,30,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410104,1,1,0,0,0,1,1,47,MARION (47),0,NOT APPLICABLE,19,19,6,June,2020,6,Friday,7,7:00am-7:59am,52,52,0,This section IS NOT on the NHS,4,County Road,CR-BISHOP RD SE,,1,Rural,7,Local,2,County Highway Agency,8,8,44.83116944,44.83116944,-122.85550833,-122.85550833,0,No Special Jurisdiction,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,7,7:00am-7:59am,53,53,8,8:00am-8:59am,8,8,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410105,1,1,0,0,0,2,2,41,LINCOLN (41),0,NOT APPLICABLE,26,26,6,June,2020,6,Friday,19,7:00pm-7:59pm,32,32,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1521,1521,44.47844444,44.47844444,-124.079425,-124.079425,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,32,32,19,7:00pm-7:59pm,34,34,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410106,1,1,0,1,1,2,2,57,TILLAMOOK (57),0,NOT APPLICABLE,23,23,6,June,2020,3,Tuesday,13,1:00pm-1:59pm,3,3,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,CR-OLD PACIFIC HWY,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,525,525,45.58803056,45.58803056,-123.94780833,-123.94780833,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,4,4,13,1:00pm-1:59pm,9,9,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410107,2,2,0,0,0,4,4,11,COOS (11),0,NOT APPLICABLE,5,5,3,March,2020,5,Thursday,14,2:00pm-2:59pm,17,17,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,CR-MILLINGTON FRONTAGE RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2407,2407,43.32886111,43.32886111,-124.20138333,-124.20138333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,2,2:00am-2:59am,19,19,2,2:00am-2:59am,23,23,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410108,1,1,0,0,0,2,2,17,DESCHUTES (17),0,NOT APPLICABLE,11,11,3,March,2020,4,Wednesday,18,6:00pm-6:59pm,45,45,0,This section IS NOT on the NHS,4,County Road,CR-LOWER BRIDGE WAY,,1,Rural,5,Major Collector,2,County Highway Agency,99998,Not Reported,44.36339722,44.36339722,-121.20401944,-121.20401944,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410109,2,2,0,0,0,4,4,19,DOUGLAS (19),0,NOT APPLICABLE,20,20,3,March,2020,6,Friday,15,3:00pm-3:59pm,24,24,0,This section IS NOT on the NHS,3,State Highway,SR-138 ODOT 138,,1,Rural,4,Minor Arterial,1,State Highway Agency,285,285,43.298525,43.298525,-122.90573056,-122.90573056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,8,Driveway Access Related,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410110,1,1,0,0,0,1,1,39,LANE (39),0,NOT APPLICABLE,24,24,3,March,2020,3,Tuesday,15,3:00pm-3:59pm,38,38,0,This section IS NOT on the NHS,3,State Highway,SR-99 ODOT 226,,1,Rural,5,Major Collector,1,State Highway Agency,11,11,43.98405833,43.98405833,-123.01102222,-123.01102222,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,3,3:00am-3:59am,38,38,3,3:00am-3:59am,51,51,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410111,2,2,0,0,0,4,4,53,POLK (53),0,NOT APPLICABLE,9,9,4,April,2020,5,Thursday,16,4:00pm-4:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-99 ODOT 91,CR-BETHEL RD,1,Rural,4,Minor Arterial,1,State Highway Agency,497,497,45.04321944,45.04321944,-123.20710833,-123.20710833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,1,Construction,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,2,2,16,4:00pm-4:59pm,7,7,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2,0
41,Oregon,410112,1,1,0,0,0,1,1,39,LANE (39),0,NOT APPLICABLE,9,9,4,April,2020,5,Thursday,99,Unknown Hours,99,Unknown Minutes,0,This section IS NOT on the NHS,4,County Road,CR-LORANE HWY,,1,Rural,5,Major Collector,2,County Highway Agency,76,76,43.974025,43.974025,-123.206,-123.206,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,14,14,20,8:00pm-8:59pm,17,17,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410113,1,1,0,0,0,1,1,23,GRANT (23),0,NOT APPLICABLE,9,9,5,May,2020,7,Saturday,15,3:00pm-3:59pm,5,5,0,This section IS NOT on the NHS,3,State Highway,SR-402 ODOT 402,,1,Rural,5,Major Collector,1,State Highway Agency,19,19,44.77964722,44.77964722,-119.62267778,-119.62267778,0,No Special Jurisdiction,17,Boulder,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,9,9,15,3:00pm-3:59pm,33,33,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410114,1,1,0,0,0,4,4,39,LANE (39),0,NOT APPLICABLE,21,21,5,May,2020,5,Thursday,2,2:00am-2:59am,16,16,0,This section IS NOT on the NHS,3,State Highway,SR-99 ODOT 226,,2,Urban,5,Major Collector,1,State Highway Agency,47,47,43.93169444,43.93169444,-123.01546667,-123.01546667,0,No Special Jurisdiction,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,2,2:00am-2:59am,10,10,2,2:00am-2:59am,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410115,1,1,0,0,0,1,1,47,MARION (47),0,NOT APPLICABLE,18,18,6,June,2020,5,Thursday,20,8:00pm-8:59pm,0,0,0,This section IS NOT on the NHS,4,County Road,CR-TIMBER TRAIL NE,,1,Rural,7,Local,2,County Highway Agency,19,19,44.99960833,44.99960833,-122.68243889,-122.68243889,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,0,0,20,8:00pm-8:59pm,9,9,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410116,1,1,0,0,0,1,1,41,LINCOLN (41),0,NOT APPLICABLE,12,12,7,July,2020,1,Sunday,21,9:00pm-9:59pm,27,27,0,This section IS NOT on the NHS,3,State Highway,SR-229 ODOT 181,,1,Rural,5,Major Collector,1,State Highway Agency,106,106,44.84504167,44.84504167,-123.98101111,-123.98101111,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,5,Dusk,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,25,25,21,9:00pm-9:59pm,42,42,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410117,1,1,0,0,0,2,2,29,JACKSON (29),0,NOT APPLICABLE,13,13,7,July,2020,2,Monday,13,1:00pm-1:59pm,37,37,1,This section IS ON the NHS,1,Interstate,I-5,,2,Urban,1,Interstate,1,State Highway Agency,391,391,42.41734444,42.41734444,-123.00866667,-123.00866667,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,40,40,15,3:00pm-3:59pm,52,52,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410118,2,2,0,0,0,3,3,65,WASCO (65),0,NOT APPLICABLE,15,15,7,July,2020,4,Wednesday,11,11:00am-11:59am,15,15,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,762,762,45.67899722,45.67899722,-121.289125,-121.289125,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,17,17,11,11:00am-11:59am,35,35,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410119,2,2,0,0,0,2,2,45,MALHEUR (45),0,NOT APPLICABLE,19,19,7,July,2020,1,Sunday,11,11:00am-11:59am,56,56,1,This section IS ON the NHS,2,U.S. Highway,US-95 ODOT 456,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,592,592,42.80594444,42.80594444,-117.73193056,-117.73193056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,58,58,12,12:00pm-12:59pm,41,41,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410120,1,1,0,0,0,2,2,53,POLK (53),0,NOT APPLICABLE,2,2,7,July,2020,5,Thursday,23,11:00pm-11:59pm,35,35,0,This section IS NOT on the NHS,4,County Road,CR-PERRYDALE RD,,1,Rural,5,Major Collector,2,County Highway Agency,78,78,44.95638056,44.95638056,-123.30449444,-123.30449444,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,40,40,23,11:00pm-11:59pm,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410121,1,1,0,0,0,1,1,57,TILLAMOOK (57),0,NOT APPLICABLE,4,4,7,July,2020,7,Saturday,9,9:00am-9:59am,17,17,1,This section IS ON the NHS,2,U.S. Highway,US-101 ODOT 9,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,909,909,45.17081389,45.17081389,-123.93018611,-123.93018611,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410122,2,2,0,0,0,3,3,5,CLACKAMAS (5),0,NOT APPLICABLE,5,5,7,July,2020,1,Sunday,18,6:00pm-6:59pm,2,2,0,This section IS NOT on the NHS,4,County Road,CR-362ND AVE,,2,Urban,6,Minor Collector,2,County Highway Agency,6,6,45.44570833,45.44570833,-122.29058333,-122.29058333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,8,Driveway Access Related,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410123,2,2,0,0,0,2,2,43,LINN (43),0,NOT APPLICABLE,6,6,7,July,2020,2,Monday,18,6:00pm-6:59pm,15,15,1,This section IS ON the NHS,2,U.S. Highway,US-20 ODOT 16,,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,749,749,44.43609722,44.43609722,-121.93691389,-121.93691389,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,8,Driveway Access Related,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,20,20,18,6:00pm-6:59pm,51,51,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410124,2,2,0,0,0,3,3,17,DESCHUTES (17),0,NOT APPLICABLE,6,6,7,July,2020,2,Monday,22,10:00pm-10:59pm,56,56,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,1182,1182,44.31646944,44.31646944,-121.17085556,-121.17085556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410125,2,2,0,0,0,2,2,17,DESCHUTES (17),0,NOT APPLICABLE,8,8,7,July,2020,4,Wednesday,16,4:00pm-4:59pm,53,53,1,This section IS ON the NHS,2,U.S. Highway,US-20 ODOT 17,CR-JORDAN RD,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,13,13,44.27774167,44.27774167,-121.51721111,-121.51721111,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Yes,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,55,55,17,5:00pm-5:59pm,0,0,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
41,Oregon,410126,2,2,0,0,0,4,4,51,MULTNOMAH (51),1650,PORTLAND,14,14,4,April,2020,3,Tuesday,15,3:00pm-3:59pm,32,32,1,This section IS ON the NHS,2,U.S. Highway,US-26 ODOT 26,SE 148TH AVE,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,85,85,45.49806944,45.49806944,-122.51066944,-122.51066944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,1,Yes,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,34,34,15,3:00pm-3:59pm,36,36,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410127,1,1,0,0,0,2,2,17,DESCHUTES (17),0,NOT APPLICABLE,10,10,7,July,2020,6,Friday,6,6:00am-6:59am,31,31,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,1,Rural,1,Interstate,1,State Highway Agency,1507,1507,43.89578056,43.89578056,-121.37287778,-121.37287778,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,32,32,6,6:00am-6:59am,32,32,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410128,1,1,0,0,0,3,3,19,DOUGLAS (19),0,NOT APPLICABLE,12,12,7,July,2020,1,Sunday,20,8:00pm-8:59pm,25,25,1,This section IS ON the NHS,1,Interstate,I-5,,1,Rural,1,Interstate,1,State Highway Agency,1446,1446,43.49201389,43.49201389,-123.33061944,-123.33061944,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,28,28,20,8:00pm-8:59pm,37,37,99,Unknown,99,Unknown EMS Hospital Arrival Time,2,0
41,Oregon,410129,3,3,0,0,0,5,5,61,UNION (61),0,NOT APPLICABLE,19,19,7,July,2020,1,Sunday,16,4:00pm-4:59pm,0,0,0,This section IS NOT on the NHS,3,State Highway,SR-230 ODO 66,,1,Rural,4,Minor Arterial,1,State Highway Agency,121,121,45.24163333,45.24163333,-117.92954444,-117.92954444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,9,9,16,4:00pm-4:59pm,16,16,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410130,2,2,0,0,0,4,4,35,KLAMATH (35),1170,KLAMATH FALLS,20,20,7,July,2020,2,Monday,17,5:00pm-5:59pm,57,57,1,This section IS ON the NHS,2,U.S. Highway,US-97 ODOT 4,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,2751,2751,42.21861389,42.21861389,-121.78970556,-121.78970556,0,No Special Jurisdiction,26,Other Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,57,57,17,5:00pm-5:59pm,58,58,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
41,Oregon,410131,1,1,0,0,0,2,2,29,JACKSON (29),0,NOT APPLICABLE,21,21,7,July,2020,3,Tuesday,22,10:00pm-10:59pm,46,46,0,This section IS NOT on the NHS,3,State Highway,SR-234 ODOT 271,,1,Rural,4,Minor Arterial,1,State Highway Agency,120,120,42.50079167,42.50079167,-122.91080278,-122.91080278,0,No Special Jurisdiction,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,46,46,22,10:00pm-10:59pm,57,57,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2,1
41,Oregon,410132,1,1,0,1,1,1,1,43,LINN (43),1850,SCIO,21,21,7,July,2020,3,Tuesday,16,4:00pm-4:59pm,32,32,0,This section IS NOT on the NHS,6,Local Street - Municipality,NW BEECH ST,NW FIRST AVE,1,Rural,7,Local,4,City or Municipal Highway Agency,0,,44.70477222,44.70477222,-122.85094444,-122.85094444,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,32,32,16,4:00pm-4:59pm,35,35,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410133,1,1,0,0,0,2,2,67,WASHINGTON (67),0,NOT APPLICABLE,25,25,7,July,2020,7,Saturday,2,2:00am-2:59am,0,0,0,This section IS NOT on the NHS,4,County Road,CR-SW RIVER RD,,1,Rural,4,Minor Arterial,2,County Highway Agency,0,,45.4411,45.4411,-122.95070556,-122.95070556,0,No Special Jurisdiction,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
41,Oregon,410134,2,2,0,0,0,2,2,5,CLACKAMAS (5),0,NOT APPLICABLE,21,21,5,May,2020,5,Thursday,15,3:00pm-3:59pm,15,15,1,This section IS ON the NHS,3,State Highway,SR-212 ODOT 174,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,79,79,45.43256111,45.43256111,-122.36131944,-122.36131944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,2,Rain,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,15,15,15,3:00pm-3:59pm,19,19,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
41,Oregon,410135,1,1,0,0,0,2,2,45,MALHEUR (45),0,NOT APPLICABLE,26,26,7,July,2020,1,Sunday,18,6:00pm-6:59pm,40,40,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,3638,3638,44.15860833,44.15860833,-117.11572222,-117.11572222,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,3,On Median,1,Daylight,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,46,46,19,7:00pm-7:59pm,0,0,20,8:00pm-8:59pm,17,17,1,0
41,Oregon,410136,2,2,0,0,0,5,5,47,MARION (47),0,NOT APPLICABLE,28,28,7,July,2020,3,Tuesday,17,5:00pm-5:59pm,22,22,0,This section IS NOT on the NHS,4,County Road,CR-RIVER RD NE,CR-CLEARK LAKE RD NE,2,Urban,4,Minor Arterial,2,County Highway Agency,20,20,45.03518611,45.03518611,-123.00055278,-123.00055278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
