STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,CITY,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER1,WEATHER1NAME,WEATHER2,WEATHER2NAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,CF1,CF1NAME,CF2,CF2NAME,CF3,CF3NAME,FATALS,DRUNK_DR
41,Oregon,410095,1,1,0,0,3,3,0,19,0,18,18,4,April,2015,7,Saturday,23,11:00pm-11:59pm,41,41,0,This section IS NOT on the NHS,4,County Road,CR-PACKSADDLE LN,,1,Rural,6,Minor Collector,2,County Highway Agency,44,44,43.06403333,43.06403333,-123.1829639,-123.18296389,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,23,11:00pm-11:59pm,41,41,23,11:00pm-11:59pm,50,50,1,1:00am-1:59am,51,51,0,,0,,0,,1,1
41,Oregon,410096,1,1,0,0,2,2,0,51,1650,19,19,4,April,2015,1,Sunday,2,2:00am-2:59am,53,53,1,This section IS ON the NHS,6,Local Street - Municipality,NE COLUMBIA BLVD,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.57439167,45.57439167,-122.6340861,-122.63408611,0,No Special Jurisdiction,21,Bridge Pier or Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,2,2:00am-2:59am,53,53,2,2:00am-2:59am,58,58,3,3:00am-3:59am,26,26,0,,0,,0,,1,1
41,Oregon,410097,1,1,0,0,1,1,0,43,1342,19,19,4,April,2015,1,Sunday,20,8:00pm-8:59pm,46,46,0,This section IS NOT on the NHS,6,Local Street - Municipality,CONSER RD,,2,Urban,7,Local,4,City or Municipal Highway Agency,0,,44.68110556,44.68110556,-123.0619611,-123.06196111,0,No Special Jurisdiction,33,Curb,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,3,On Median,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,48,48,20,8:00pm-8:59pm,56,56,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410098,1,1,0,0,4,4,0,39,660,20,20,4,April,2015,2,Monday,2,2:00am-2:59am,15,15,0,This section IS NOT on the NHS,6,Local Street - Municipality,MARTIN LUTHER KING BLVD,,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,,44.05959444,44.05959444,-123.06325,-123.06325,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,2,2:00am-2:59am,16,16,2,2:00am-2:59am,23,23,3,3:00am-3:59am,14,14,0,,0,,0,,2,1
41,Oregon,410099,2,2,0,0,2,2,0,5,1360,20,20,4,April,2015,2,Monday,3,3:00am-3:59am,11,11,1,This section IS ON the NHS,3,State Highway,SR-99 (ODOT 81),SE MILPORT RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,52,52,45.45286944,45.45286944,-122.6412389,-122.64123889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,3,Intersection-Related,3,T-Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,3,3:00am-3:59am,11,11,3,3:00am-3:59am,16,16,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410100,2,2,0,0,2,2,0,49,0,22,22,4,April,2015,4,Wednesday,13,1:00pm-1:59pm,10,10,0,This section IS NOT on the NHS,3,State Highway,SR-207 (ODOT 320),,1,Rural,4,Minor Arterial,1,State Highway Agency,8,8,45.45596944,45.45596944,-119.6782528,-119.67825278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,13,1:00pm-1:59pm,11,11,13,1:00pm-1:59pm,15,15,13,1:00pm-1:59pm,45,45,0,,0,,0,,1,0
41,Oregon,410101,1,1,0,1,4,4,1,29,0,21,21,4,April,2015,3,Tuesday,20,8:00pm-8:59pm,46,46,1,This section IS ON the NHS,3,State Highway,SR-99 (ODOT 63),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,40,40,42.35855833,42.35855833,-122.9040611,-122.90406111,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,47,47,20,8:00pm-8:59pm,53,53,21,9:00pm-9:59pm,22,22,0,,0,,0,,1,0
41,Oregon,410102,1,1,0,0,2,2,0,39,0,22,22,4,April,2015,4,Wednesday,17,5:00pm-5:59pm,20,20,0,This section IS NOT on the NHS,4,County Road,CR-POODLE CREEK RD,,1,Rural,5,Major Collector,2,County Highway Agency,26,26,44.10158333,44.10158333,-123.4570944,-123.45709444,0,No Special Jurisdiction,38,Fence,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,18,18,17,5:00pm-5:59pm,53,53,18,6:00pm-6:59pm,11,11,0,,0,,0,,1,1
41,Oregon,410103,1,1,0,0,1,1,0,47,0,23,23,4,April,2015,5,Thursday,21,9:00pm-9:59pm,12,12,0,This section IS NOT on the NHS,3,State Highway,SR-219 (ODOT 140),CR-FRENCH PRAIRIE,1,Rural,4,Minor Arterial,1,State Highway Agency,330,330,45.20845,45.20845,-122.9378639,-122.93786389,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,2,Four-Way Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410104,1,1,0,0,1,1,0,3,0,24,24,4,April,2015,6,Friday,15,3:00pm-3:59pm,3,3,0,This section IS NOT on the NHS,3,State Highway,SR-99W (ODOT 91),,1,Rural,4,Minor Arterial,1,State Highway Agency,999,999,44.31284444,44.31284444,-123.29545,-123.29545,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,4,4,15,3:00pm-3:59pm,11,11,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410105,1,1,0,0,1,1,0,67,0,24,24,4,April,2015,6,Friday,3,3:00am-3:59am,13,13,0,This section IS NOT on the NHS,4,County Road,CR-SW MIDWAY RD,CR-SW VANDERSCHUERE RD,1,Rural,6,Minor Collector,2,County Highway Agency,0,,45.39685,45.39685,-122.9602222,-122.96022222,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,3,Intersection-Related,3,T-Intersection,0,,4,On Roadside,2,Dark - Not Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,3,3:00am-3:59am,13,13,3,3:00am-3:59am,18,18,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410106,1,1,0,1,1,1,1,51,880,25,25,4,April,2015,7,Saturday,20,8:00pm-8:59pm,40,40,1,This section IS ON the NHS,6,Local Street - Municipality,POWELL BLVD,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,,45.49173333,45.49173333,-122.4817444,-122.48174444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,39,39,20,8:00pm-8:59pm,40,40,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410107,1,1,0,0,2,2,0,59,0,26,26,4,April,2015,1,Sunday,2,2:00am-2:59am,0,0,1,This section IS ON the NHS,1,Interstate,I-84,,1,Rural,1,Interstate,1,State Highway Agency,2380,2380,45.49395,45.49395,-118.4146722,-118.41467222,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,3,On Median,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,2,2:00am-2:59am,14,14,3,3:00am-3:59am,0,0,3,3:00am-3:59am,54,54,0,,0,,0,,2,0
41,Oregon,410108,1,1,0,0,2,2,0,19,0,26,26,4,April,2015,1,Sunday,15,3:00pm-3:59pm,17,17,0,This section IS NOT on the NHS,4,County Road,CR-BUCKHORN RD,,1,Rural,5,Major Collector,2,County Highway Agency,32,32,43.20583611,43.20583611,-123.1780417,-123.17804167,0,No Special Jurisdiction,58,Ground,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,5,Outside Trafficway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,17,17,15,3:00pm-3:59pm,25,25,16,4:00pm-4:59pm,21,21,0,,0,,0,,1,0
41,Oregon,410109,1,1,0,1,1,1,1,29,0,26,26,4,April,2015,1,Sunday,21,9:00pm-9:59pm,5,5,1,This section IS ON the NHS,3,State Highway,SR-99 (ODOT 63),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,149,149,42.23937222,42.23937222,-122.7733444,-122.77334444,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,7,7,21,9:00pm-9:59pm,11,11,21,9:00pm-9:59pm,34,34,0,,0,,0,,1,0
41,Oregon,410110,2,2,0,0,2,2,0,19,0,1,1,5,May,2015,6,Friday,8,8:00am-8:59am,50,50,1,This section IS ON the NHS,3,State Highway,SR-42 (ODOT 35),CR-CARNES RD,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,757,757,43.14581944,43.14581944,-123.3805583,-123.38055833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,8,8:00am-8:59am,52,52,8,8:00am-8:59am,58,58,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410111,2,2,0,0,4,4,0,11,0,3,3,5,May,2015,1,Sunday,15,3:00pm-3:59pm,25,25,0,This section IS NOT on the NHS,3,State Highway,SR-42S (ODOT 244),CR-LAMPA LN,1,Rural,4,Minor Arterial,1,State Highway Agency,73,73,43.11588333,43.11588333,-124.2914667,-124.29146667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,3,T-Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,15,3:00pm-3:59pm,25,25,15,3:00pm-3:59pm,38,38,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410112,1,1,0,0,1,1,0,5,0,3,3,5,May,2015,1,Sunday,21,9:00pm-9:59pm,45,45,0,This section IS NOT on the NHS,4,County Road,CR-S MULINO RD,,1,Rural,5,Major Collector,2,County Highway Agency,35,35,45.23804722,45.23804722,-122.6365639,-122.63656389,0,No Special Jurisdiction,42,Tree (Standing Only),0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,45,45,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410113,2,2,0,0,3,3,0,45,0,3,3,5,May,2015,1,Sunday,10,10:00am-10:59am,20,20,1,This section IS ON the NHS,2,U.S. Highway,US-95 (ODOT 456),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,391,391,42.98671389,42.98671389,-117.151825,-117.151825,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,10,10:00am-10:59am,29,29,11,11:00am-11:59am,45,45,13,1:00pm-1:59pm,21,21,0,,0,,0,,1,0
41,Oregon,410114,1,1,0,0,1,1,0,35,0,3,3,5,May,2015,1,Sunday,14,2:00pm-2:59pm,32,32,0,This section IS NOT on the NHS,4,County Road,CR-KENO WORDEN RD,,1,Rural,6,Minor Collector,2,County Highway Agency,45,45,42.07201389,42.07201389,-121.8859222,-121.88592222,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410115,1,1,0,0,1,1,0,67,0,8,8,5,May,2015,6,Friday,18,6:00pm-6:59pm,48,48,0,This section IS NOT on the NHS,4,County Road,CR-GALES CREEK RD,,1,Rural,4,Minor Arterial,2,County Highway Agency,0,,45.59317778,45.59317778,-123.215975,-123.215975,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,48,48,19,7:00pm-7:59pm,3,3,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410116,1,1,0,0,3,3,0,19,0,10,10,5,May,2015,1,Sunday,17,5:00pm-5:59pm,0,0,0,This section IS NOT on the NHS,4,County Road,CR-DEADY CROSSING RD,,1,Rural,7,Local,2,County Highway Agency,8,8,43.35411389,43.35411389,-123.3260444,-123.32604444,0,No Special Jurisdiction,52,Guardrail End,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,5,5,17,5:00pm-5:59pm,15,15,17,5:00pm-5:59pm,46,46,0,,0,,0,,1,0
41,Oregon,410117,1,1,0,0,1,1,0,53,0,11,11,5,May,2015,2,Monday,7,7:00am-7:59am,30,30,0,This section IS NOT on the NHS,4,County Road,CR-LONE STAR RD NW,,1,Rural,7,Local,2,County Highway Agency,10,10,45.07166944,45.07166944,-123.1080667,-123.10806667,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,16,16,8,8:00am-8:59am,25,25,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,0
41,Oregon,410118,1,1,0,0,3,3,0,51,1650,17,17,5,May,2015,1,Sunday,19,7:00pm-7:59pm,53,53,0,This section IS NOT on the NHS,6,Local Street - Municipality,NW SKYLINE BLVD,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.52383611,45.52383611,-122.7453583,-122.74535833,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,19,7:00pm-7:59pm,53,53,20,8:00pm-8:59pm,13,13,20,8:00pm-8:59pm,33,33,0,,0,,0,,2,1
41,Oregon,410119,2,2,0,0,3,3,0,39,0,19,19,5,May,2015,3,Tuesday,8,8:00am-8:59am,56,56,1,This section IS ON the NHS,3,State Highway,SR-126W (ODOT 62),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,526,526,44.05413889,44.05413889,-123.2347056,-123.23470556,0,No Special Jurisdiction,11,Live Animal,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,8,8:00am-8:59am,58,58,9,9:00am-9:59am,2,2,9,9:00am-9:59am,35,35,14,"Motor Vehicle struck by falling cargo,or something that came loose from or something that was set in motion by a vehicle",0,,0,,1,0
41,Oregon,410120,3,3,0,0,3,3,0,43,0,3,3,5,May,2015,1,Sunday,11,11:00am-11:59am,42,42,0,This section IS NOT on the NHS,3,State Highway,SR-99E (ODOT 58),BOSTON MILL DR,1,Rural,4,Minor Arterial,1,State Highway Agency,143,143,44.46163889,44.46163889,-123.1102944,-123.11029444,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,11,11:00am-11:59am,43,43,11,11:00am-11:59am,51,51,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410121,2,2,0,0,3,3,0,35,0,20,20,5,May,2015,4,Wednesday,18,6:00pm-6:59pm,36,36,1,This section IS ON the NHS,3,State Highway,SR-140W (ODOT 270),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,619,619,42.26974167,42.26974167,-121.880275,-121.880275,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,18,6:00pm-6:59pm,36,36,18,6:00pm-6:59pm,49,49,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410122,1,1,0,0,2,2,0,43,0,21,21,5,May,2015,5,Thursday,2,2:00am-2:59am,37,37,0,This section IS NOT on the NHS,4,County Road,CR-E LYONS-MILL CITY DR,,1,Rural,5,Major Collector,2,County Highway Agency,48,48,44.75560278,44.75560278,-122.5251056,-122.52510556,0,No Special Jurisdiction,1,Rollover/Overturn,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No Additional Atmospheric Conditions,2,Rain,0,No,0000000,Not Applicable,2,2:00am-2:59am,37,37,2,2:00am-2:59am,45,45,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410123,2,2,0,0,3,3,0,39,0,21,21,5,May,2015,5,Thursday,16,4:00pm-4:59pm,9,9,1,This section IS ON the NHS,3,State Highway,SR-58 (ODOT 18),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,190,190,43.889725,43.889725,-122.7247028,-122.72470278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,16,4:00pm-4:59pm,9,9,16,4:00pm-4:59pm,19,19,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410124,1,1,0,0,2,2,0,71,0,21,21,5,May,2015,5,Thursday,20,8:00pm-8:59pm,35,35,0,This section IS NOT on the NHS,4,County Road,CR-GILBERT CREEK RD,,1,Rural,6,Minor Collector,2,County Highway Agency,9,9,45.16798611,45.16798611,-123.5301528,-123.53015278,0,No Special Jurisdiction,34,Ditch,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,5,Dusk,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,20,8:00pm-8:59pm,37,37,20,8:00pm-8:59pm,51,51,22,10:00pm-10:59pm,5,5,0,,0,,0,,1,0
41,Oregon,410125,1,1,0,1,1,1,1,47,1810,23,23,5,May,2015,7,Saturday,0,0:00am-0:59am,30,30,1,This section IS ON the NHS,3,State Highway,SR-99 (ODOT 72),,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,26,26,44.9735,44.9735,-123.0200306,-123.02003056,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),0,,0,,0,,1,1
41,Oregon,410126,2,2,0,1,2,2,1,35,0,24,24,5,May,2015,1,Sunday,4,4:00am-4:59am,34,34,1,This section IS ON the NHS,2,U.S. Highway,US-97 (ODOT 4),,1,Rural,3,Principal Arterial - Other,1,State Highway Agency,1817,1817,43.59740833,43.59740833,-121.5634833,-121.56348333,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,2,Dark - Not Lighted,5,"Fog, Smog, Smoke",0,No Additional Atmospheric Conditions,5,"Fog, Smog, Smoke",0,No,0000000,Not Applicable,4,4:00am-4:59am,40,40,4,4:00am-4:59am,48,48,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,0
41,Oregon,410127,2,2,0,0,2,2,0,51,1650,20,20,5,May,2015,4,Wednesday,21,9:00pm-9:59pm,13,13,1,This section IS ON the NHS,6,Local Street - Municipality,NE COLUMBIA BLVD,,2,Urban,3,Principal Arterial - Other,4,City or Municipal Highway Agency,0,,45.57740278,45.57740278,-122.6477722,-122.64777222,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,,1,On Roadway,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,21,9:00pm-9:59pm,13,13,21,9:00pm-9:59pm,19,19,21,9:00pm-9:59pm,40,40,0,,0,,0,,1,1
41,Oregon,410128,1,1,0,0,1,1,0,39,1960,25,25,5,May,2015,2,Monday,0,0:00am-0:59am,42,42,0,This section IS NOT on the NHS,6,Local Street - Municipality,S 2ND ST,,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,44.04853333,44.04853333,-123.0232944,-123.02329444,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,Not a Collision with Motor Vehicle In-Transport,0,No,1,Non-Junction,1,Not an Intersection,0,,4,On Roadside,3,Dark - Lighted,1,Clear,0,No Additional Atmospheric Conditions,1,Clear,0,No,0000000,Not Applicable,0,0:00am-0:59am,44,44,0,0:00am-0:59am,53,53,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),20,Police Pursuit Involved,0,,0,,1,1
41,Oregon,410129,1,1,0,1,1,1,1,47,1810,2,2,6,June,2015,3,Tuesday,0,0:00am-0:59am,3,3,1,This section IS ON the NHS,3,State Highway,SR-22 (ODOT 162),,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,12,12,44.91694444,44.91694444,-122.9931389,-122.99313889,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,1,Yes,18,Through Roadway,1,Not an Intersection,1,Construction,1,On Roadway,3,Dark - Lighted,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,0,0:00am-0:59am,3,3,0,0:00am-0:59am,15,15,99,Unknown,99,Unknown EMS Hospital Arrival Time,0,,0,,0,,1,1
41,Oregon,410130,1,1,0,1,2,2,1,51,1650,3,3,6,June,2015,4,Wednesday,17,5:00pm-5:59pm,24,24,0,This section IS NOT on the NHS,6,Local Street - Municipality,NE 60TH AVE,NE WASCO ST,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,,45.532325,45.532325,-122.6021778,-122.60217778,0,No Special Jurisdiction,8,Pedestrian,0,Not a Collision with Motor Vehicle In-Transport,0,No,2,Intersection,2,Four-Way Intersection,0,,1,On Roadway,1,Daylight,10,Cloudy,0,No Additional Atmospheric Conditions,10,Cloudy,0,No,0000000,Not Applicable,17,5:00pm-5:59pm,24,24,17,5:00pm-5:59pm,27,27,17,5:00pm-5:59pm,51,51,0,,0,,0,,1,1
